flag;owner;name;me;owner_city;number;gt;state;port;imo;type;address;country;owner_country;mmsi;email;year;phone;dwt;owner_site
Острова Кука;"""Vesmec Makina Mumessillik Danismanlik"", Ltd";VM FORAR;6NVD48 2AU; Стамбул;876952;2528;Эксплуатируется;Аватиу;8858104;Ген. груз;;Румыния; Турция, ;518882000;;1987;;3070;
Острова Кука;"""Амурское пароходство"", ОАО";VM PASHA;SKL; Хабаровск;876971;2528;Эксплуатируется;Аватиу;8857916;Ген. груз; 680000, ул. Муравьева-Амурского, 2;Румыния; Россия, ;518881000;;1987; +7(4212)400-107, ;3070;
Россия;"""Северо-Западное пароходство"", ОАО";OMSKIY 133;6NVD 48A-2U; Санкт-Петербург;886884;2528;;Санкт-Петербург;8873336;Ген. груз; 190000, ул.Большая Морская, 37;Румыния; Россия, ;273310900;;1988; +7(812)380-23-55, ;3070;http://www.nwship.com
Россия;;OMSKIY 143;6NVD48-A-2U; Санкт-Петербург;;2460;Эксплуатируется;Санкт-Петербург;8869385;Балкер; 190000, ул.Большая Морская, 37;Румыния; Россия, ;273396000;;1990; +7(812)380-23-55, ;3104;http://www.nwship.com
Россия;"""RIVER AND SEA SHIPPING AGENCY"", LTD";OMSKIY 205;6NVD48A-2U; Белиз Сити;922648;2958;;Таганрог;8881814;Ген. груз;" Jasmine Court, 35A, Regent Street, P.O.Box 1777, Belize City, Belize; 

 Маршип, общество с ограниченной ответственностью по найму моряков и судоходству: Россия, 124482 Московская область, Зеленоград, Савелкинский проезд, 4";Россия; Белиз, ;273315460;;1992;" +7(863) 2697704; +7(495) 7396544, 7396542, ";3476;
Белиз;"""COASTER SHIPPING"", LTD";OMSKIY 207;6NVD48A-2U; Белиз Сити;941085;2992;;Белиз Сити;9132363;Ген. груз; Jasmine Court, 35A, Regent Street, P.O. Box 1777, Belize City, Belize;Россия; Белиз, ;273332310;;1995;;3403;
Россия;"""Трэвелер шиппинг"", ООО";OMSKIY 34;6NVDS 48A-2U; Ростов-на-Дону;876695;2463;Эксплуатируется;Санкт-Петербург;8953306;Ген. груз; 344002, Промзона  Заречная, ул.1-я Луговая, 3Б;Румыния; Россия, ;273433060;;1986; +7(863)261-81-31, 261-87-64, ;3197;
Россия;"""Голубая Волна"", СК ООО";ONIX;6NVD48A-2U; Азов;825274;2463;Эксплуатируется;Таганрог;8943478;Ген. груз; ул. Калинина 2;Румыния; Россия, ;273435130;;1982; +7(863)425-20-10, ;3197;
Россия;"""Северное речное пароходство"", ПАО";OPOLYE;6L275III2AL; Архангельск;802677;2516;Эксплуатируется;Архангельск;8728050;Ген. груз; 163000, ул. Р. Люксембург, 5;; Россия, ;273362100;kurilov@nrsl.ru;1983; +7(8182)63-31-40, +7(921)296-92-29, ;3171;http://www.nrsl.net
;;;; Архангельск;;;;;7942881;; 163000, ул. Р. Люксембург, 5;; Россия, ;;kurilov@nrsl.ru;; +7(8182)63-31-40, +7(921)296-92-29, ;;http://www.nrsl.net
Казахстан;"""NMSC ""Kazmortransflot"", LLP";ORAL;Wartsila 9L20; Актау;090223;7852;;Актау;9575929;Танкер; 130000,14 мкр. 70 зд., Бизнес-центр;Россия; Казахстан, ;436000142;;2010; + 7(7292)53-58-90, ;13002;
Россия;"""OREL-1 SHIPPING"", LTD";OREL 1;150; Валлетта;896617;2571;Эксплуатируется;Таганрог;8853570;Ген. груз; 171, Old Bakery Street, Valletta, Malta;Румыния; Мальта, ;273330080;;1989;;3104;
Россия;"""OREL-4 SHIPPING"", LTD";OREL 4;----; Валлетта;905356;2571;Эксплуатируется;Таганрог;8853714;Ген. груз; 171, Old Bakery Street, Valletta, Malta;Румыния; Мальта, ;273330970;;1990;;3104;
Россия;"""Orel-Six Shipping"", Ltd";ОРЕЛЬ-6;6NVD48A-2U; Киев;905445;2571;Эксплуатируется;Таганрог;8853609;Ген. груз;" Украина, Киев;  

Судоходная компания укрречфлот, публичное акционерное общество: Украина, 04071 Киев, ул. Нижний Вал, 51";Румыния; Украина, ;273331970;;1991; +7 380(44) 4174280, ;;
Россия;;ORENBURG;150; Киев;1743;2460;Эксплуатируется;Таганрог;8844153;Ген. груз;" Украина, Киев;  

Судоходная компания укрречфлот, публичное акционерное общество: Украина, 04071 Киев, ул. Нижний Вал, 51";Россия; Украина, ;273440590;;1986; +7 380(44) 4174280, ;3070;
Иран;"""ORIENT ONE MARITIME"", LTD";NARGOL;SKL; Дубай;;1766;Эксплуатируется;Бендер Энзели;8866187;Ген. груз; Office LB 16, Nr 140, P.O.Box 61136, Jebel Ali Free, Zone Dubai, UAE;; Объединённые Арабские Эмираты, ;422052600;;1987;;2810;
Россия;"""Стандарт Шипинг"", ООО";ORIENT 2;6NVD48AU; Москва;876066;1839;Эксплуатируется;Астрахань;8869921;Ген. груз; 109029, Скотопрогонная, 27/26 стр.1;; Россия, ;273326600;;1988; +7 (499)753-01-40, ;2755;
Россия;"""Стандарт Шипинг"", ООО";ORIENT 5;6NVDS48A2U; Москва;922879;1846;Эксплуатируется;Астрахань;8860030;Ген. груз; 109029, Скотопрогонная, 27/26 стр.1;Россия; Россия, ;273433740;;1992; +7 (499)753-01-40, ;1761;
Иран;"""GOLBSTAR SHIPPING"", LTD";ORKIDEH 1;----; Маджуро;854949;1573;;Неизвестен;8521907;Ген. груз; Ajeltake Road, Ajeltake Island, Majuro, Marshall Islands, MH96960;Германия; Маршалловы острова, ;422022800;;1985;;1669;
Россия;;OT 1515;6VD-26/20AL-2; Маджуро;;832;;Ростов-на-Дону;9090034;Буксир; Ajeltake Road, Ajeltake Island, Majuro, Marshall Islands, MH96960;; Маршалловы острова, ;273314870;;1989;;109;
Россия;"""Судоходная компания АРК"", ООО";ОТ-2032;----; Москва;703895;672;;Санкт-Петербург;9027881;Буксир; 125445, Ленинградское шоссе, д. 69, корп. 1, офис 33;Венгрия; Россия, ;273441690;;1970; +7(495)258-87-73, +7(495)258-87-74, +7(495)258-87-75, ;114;
Россия;"""Судоходная компания АРК"", ООО";ОТ-2032;----; Москва;703895;672;;Санкт-Петербург;8995134;Буксир; 125445, Ленинградское шоссе, д. 69, корп. 1, офис 33;Венгрия; Россия, ;273441690;;1970; +7(495)258-87-73, +7(495)258-87-74, +7(495)258-87-75, ;114;
Россия;"""Обь-Иртышское речное пароходство"", АО";OT 2431;6ЧРН 36/45; Тюмень;866575;824;;Тобольск;8995158;Буксир; 625002, ул. Пароходская‚ д. 31;Венгрия; Россия, ;273312140;info.oirp@mail.ru;1986; +7(3452)50-86-51, ;;http://oirp.ru/
Россия;"""Обь-Иртышское речное пароходство"", АО";OT 2438;----; Тюмень;876929;824;;Астрахань;8995172;Парусное судно; 625002, ул. Пароходская‚ д. 31;Венгрия; Россия, ;273311140;info.oirp@mail.ru;1987; +7(3452)50-86-51, ;237;http://oirp.ru/
Россия;;OCEAN TERN;De Industries; Тюмень;;1110;;Неизвестен;7336654;Многоцелевое судно обеспечения; 625002, ул. Пароходская‚ д. 31;; Россия, ;273382840;info.oirp@mail.ru;1974; +7(3452)50-86-51, ;815;http://oirp.ru/
Россия;"""Газтехлизинг"", ООО";PAVEL YUDIN;WARTSILA 6L20; Москва;111612;4541;Эксплуатируется;Санкт-Петербург;9612911;Танкер; ул. Миклухо-Маклая, д. 40;Россия; Россия, ;273353260;;2012; +7(495)663-88-77, ;6613;
Россия;"""Палмали"", ООО";PAL 5 PALOIL 2;8NVD-48U; Ростов-на-Дону;694747;655;;Таганрог;9097422;Буксир; 344000, пр. Буденновский, д. 2;Венгрия; Россия, ;273449260;kadry@palmali-r.ru;1969; +7(863)268-81-94, ;116;http://www.palcrewing.ru
Россия;"""Астраханское судоходное сервисное агентство"", ООО";PALFLOT 2;6NVD 48A-2U; Астрахань;814412;2015;;Таганрог;8952247;Танкер; 414018, ул. Адмирала Нахимова, д. 32-а;Болгария; Россия, ;273455220;;1981; +7(8512)59-20-95, ;2858;
Россия;"""Палмали"", ООО";PALFLOT 4;6NVD 48A-2U; Ростов-на-Дону;804507;2015;;Таганрог;8952235;Танкер; 344000, пр. Буденновский, д. 2;Болгария; Россия, ;273454320;kadry@palmali-r.ru;1981; +7(863)268-81-94, ;2858;http://www.palcrewing.ru
Иран;"""Khazar Sea Shipping Lines"", Ltd";PARAND;6NVD48; Бандар Анзали;931312;4978;Эксплуатируется;Бендер Энзели;9118551;Ген. груз; M. Khomeini St., Ghazian, Anzali, Gilan, Iran, PO Box 43145/1711-324;Россия; Иран, ;422109000;;1994; +7 98(181) 322-3801, 322-3802, 322-3803, ;5885;
Иран;"""Khazar Sea Shipping Lines"", Ltd";PARIN;SKL; Бандар Анзали;912951;4991;Эксплуатируется;Бендер Энзели;9076478;Ген. груз; M. Khomeini St., Ghazian, Anzali, Gilan, Iran, PO Box 43145/1711-324;; Иран, ;422246000;;1992; +7 98(181) 322-3801, 322-3802, 322-3803, ;5885;
Иран;"""Khazar Sea Shipping Lines"", Ltd";PARIN;SKL; Бандар Анзали;912951;4991;Эксплуатируется;Бендер Энзели;9245316;Ген. груз; M. Khomeini St., Ghazian, Anzali, Gilan, Iran, PO Box 43145/1711-324;; Иран, ;422246000;;1992; +7 98(181) 322-3801, 322-3802, 322-3803, ;5885;
Иран;;PATRIS;6VD29/24 AL - 2; Бандар Анзали;;2842;;Неизвестен;9137210;Ген. груз; M. Khomeini St., Ghazian, Anzali, Gilan, Iran, PO Box 43145/1711-324;; Иран, ;422913000;;1998; +7 98(181) 322-3801, 322-3802, 322-3803, ;3853;
Россия;;PEGAS;Mitsubishy; Бандар Анзали;;660;;Неизвестен;9078983;Танкер; M. Khomeini St., Ghazian, Anzali, Gilan, Iran, PO Box 43145/1711-324;; Иран, ;273359960;;1993; +7 98(181) 322-3801, 322-3802, 322-3803, ;1132;
Россия;"""PB NORGE"", AS";PENELOPE;CW 6250 ZL; Осло;090543;5123;Эксплуатируется;Таганрог;9540364;Танкер; Dronning Mauds Gate 3, 0114, Oslo, Norway;Китай; Норвегия, ;273356510;;2010;;7509;
Россия;"""PB NORGE"", AS";PENELOPE;CW 6250 ZL; Осло;090543;5123;Эксплуатируется;Таганрог;9027893;Танкер; Dronning Mauds Gate 3, 0114, Oslo, Norway;Китай; Норвегия, ;273356510;;2010;;7509;
Россия;"""Махачкалинский морской торговый порт"", ФГУП";PETER I;6 VDS 29/24 AL-1; Махачкала;931331;3376;;Таганрог;9256509;Ген. груз; 367000, ул. Портшоссе, д.5;Россия; Россия, ;273421370;;1994; +7(8722)70-02-98, ;3186;
Россия;"""Алброс"", ООО";PETROBULK 1;6L23/30AK; Санкт-Петербург;;5795;Эксплуатируется;Таганрог;9643257;Нефтеналивной танкер; 198188, ул. Зайцева 41, офис 573;; Россия, ;273341040;crewing@albros.org;; +7(812)499-45-79, ;7721;http://www.albros.com.tr
Россия;"""Земланд Шиппинг"", ООО";PINDUSHI;6NVD 48A-U; Калининград;771958;2478;;Калининград;7646918;Ген. груз; 236029, ул. Профессора Баранова, 34 ТЦ Акрополь, оф. 414;; Россия, ;273338500;;1977; (4012)668127, (921)1003670 (mob.), ;3550;
Россия;"""Травес"", ООО";PIONEER;SKL 6NVD 48-2AU; Ростов-на-Дону;824820;2426;Эксплуатируется;Таганрог;8866785;Ген. груз; Портовая 393 оф. 16, 2 этаж,e-mail:crew@traves.ru;Румыния; Россия, ;273315720;;1982; +7(863) 300-83-57, ;3174;
Россия;;ПЛОТОВОД 707;6ЧН 21/21; Ростов-на-Дону;;198;Эксплуатируется;Астрахань;9027702;Буксир; Портовая 393 оф. 16, 2 этаж,e-mail:crew@traves.ru;Россия; Россия, ;273448890;;1983; +7(863) 300-83-57, ;;
Россия;;PORT OLYA 1;"MAN B&amp;W V12"; Ростов-на-Дону;;4878;;Неизвестен;9481922;Ген. груз; Портовая 393 оф. 16, 2 этаж,e-mail:crew@traves.ru;; Россия, ;273343190;;2009; +7(863) 300-83-57, ;5185;
Россия;;PORT OLYA 2;----; Ростов-на-Дону;;4878;;Неизвестен;9481881;Ген. груз; Портовая 393 оф. 16, 2 этаж,e-mail:crew@traves.ru;; Россия, ;273379120;;2012; +7(863) 300-83-57, ;5185;
;;;; Ростов-на-Дону;;;;;9368261;; Портовая 393 оф. 16, 2 этаж,e-mail:crew@traves.ru;; Россия, ;;;; +7(863) 300-83-57, ;;
Россия;"""Волгодон"", ООО";PRYAZHA;6ЧРН 36/45; Москва;886831;4029;Эксплуатируется;Таганрог;8866670;Ген. груз; 344002 , Соймоновский проезд, 7, стр.1;Румыния; Россия, ;273334700;;1988; +7(495) 9771647, 9371649, ;5027;
Россия;"""BLUE SPRINTER MARITIME CO"", LTD";RAMBLER;G-60; Валлетта;804164;3415;;Астрахань;7801910;Ген. груз;" 13/16 Vincenti Buildings, Strait Street, Valletta, Malta;

Albros Shipping and Trading Ltd: Adnan Saycun Cad.Canak sok.Rifat bay, apt.4, D:51.Ulus, 80840, Istanbul, Turkey";Финляндия; Мальта, ;273441540;;1980; 90(212) 2877335, ;3484;
Россия;"""Межрегиональная транспортная корпорация"", ОАО";RASUL GAMZATOV;8NVDS48A-3U; Москва;920233;4991;Эксплуатируется;Таганрог;8861058;Ген. груз; 109240, ул. Гончарная, 16, стр.1;; Россия, ;273157300;;1992; +7 (495) 916-58-32, 915-77-92, ;5828;
Иран;Khazar shipping;RASHA 1;----;;865750;;Эксплуатируется;Неизвестен;8860028;Ген. груз;;;;;;1987;;;
Иран;Khazar shipping;RASHA 1;----;;865750;;Эксплуатируется;Неизвестен;9780720;Ген. груз;;;;;;1987;;;
Россия;"""Судоходная компания Астронавт"", ООО";ROSTOV VELIKIY;----; Астрахань;020150;4378;;Астрахань;9289001;Танкер; 414040, ул. Адмиралтейская, 51;Россия; Россия, ;273445330;;2003; +7(8512)252-27-48, +7(8512)252-27-47, ;5600;
Россия;"""Blue Wave Shipping"", Co";RUBY;6NVD48A-2U; Азов;845973;2453;Эксплуатируется;Таганрог;8897198;Ген. груз; 346780, ул. Калинина, д. 2;Россия; Россия, ;273448370;;1985; +7(863)425-12-65, ;3197;
Россия;"""RUSICH-4"", LTD";RUSICH 4;WARTSILA; Валлетта;030311;4970;;Санкт-Петербург;9331799;Ген. груз;" 171, Old Bakery Street, Valletta, Malta;

Inok N.V.: 198099 Санкт-Петербург, улица Промышленная 14-а";Россия; Мальта, ;273316430;;2004; +7(812) 3468393, ;5485;
Россия;"""RUSICH-7"", LTD";RUSICH 7;6 L 20; Валлетта;040421;4970;;Санкт-Петербург;9346550;Ген. груз;" 171, Old Bakery Street, Valletta, Malta;

ООО Волга-Нева: Россия, 193149 Санкт-Петербург, Октябрьская набережная 31";Россия; Мальта, ;273310950;;2006; +7(812) 3803100, ;5485;
Россия;"""RUSSICH 1"", LTD";RUSICH 1;wartsila; Валлетта;020292;4970;;Санкт-Петербург;9302308;Ген. груз;" 171 Old Bakery Street, Valletta, Malta; 

ОАО СК Волжское пароходство: 603001 Нижний Новгород, площадь Маркина 15а";Россия; Мальта, ;;;2003; +7(8312) 770016, 770017, ;5485;
Россия;;RUSICH 10;Wartsila  6L20; Валлетта;;4970;;Неизвестен;9368247;Балкер;" 171 Old Bakery Street, Valletta, Malta; 

ОАО СК Волжское пароходство: 603001 Нижний Новгород, площадь Маркина 15а";; Мальта, ;273359260;;2006; +7(8312) 770016, 770017, ;5485;
Россия;"""RUSICH-11"", LTD";RUSICH 11;Wartsila 6L20; Валлетта;050251;4970;;Санкт-Петербург;9368259;Ген. груз;" 171, Old Backery Street, Valletta, Malta; 

ООО Волга-Нева: Россия, 193149 Санкт-Петербург, Октябрьская набережная, 31";Россия; Мальта, ;273354040;;2007; +7(812) 3803100, ;5465;
Россия;"""RUSICH-3"", LTD";RUSICH 3;6L20C2; Валлетта;030256;4970;;Санкт-Петербург;9331452;Ген. груз;" 171, Old Bakery Street, Valletta, Malta;

Inok N.V.: 198099 Санкт-Петербург, улица Промышленная 14-а";Россия; Мальта, ;273315430;;2004; +7(812) 3468393, ;5485;
Россия;"""RUSICH-5"", LTD";RUSICH 5;6L20; Валлетта;931384;4970;;Санкт-Петербург;9353046;Ген. груз;" 171, Old Bakery Street, Valletta, Malta; 

 Inok N.V.: Verbindingsdok oostkaal 5/7, B-2000, Antwerp, Belgium; c/o Представительство в России: 198099 С.-Петербург, улица Промышленная 14-а";Россия; Мальта, ;273317430;;2005; 32(3) 2261061, ;5485;
Россия;;RUSICH 6;Wartsila 6 L 20; Валлетта;;4960;Эксплуатируется;Неизвестен;9345714;Ген. груз;" 171, Old Bakery Street, Valletta, Malta; 

 Inok N.V.: Verbindingsdok oostkaal 5/7, B-2000, Antwerp, Belgium; c/o Представительство в России: 198099 С.-Петербург, улица Промышленная 14-а";; Мальта, ;273357260;;2005; 32(3) 2261061, ;5485;
Россия;;RUSICH 8;Wartsila 6 L 20; Валлетта;;4970;;Неизвестен;9368209;Ген. груз;" 171, Old Bakery Street, Valletta, Malta; 

 Inok N.V.: Verbindingsdok oostkaal 5/7, B-2000, Antwerp, Belgium; c/o Представительство в России: 198099 С.-Петербург, улица Промышленная 14-а";; Мальта, ;273351360;;2007; 32(3) 2261061, ;5460;
;;;; Валлетта;;;;;7612527;;" 171, Old Bakery Street, Valletta, Malta; 

 Inok N.V.: Verbindingsdok oostkaal 5/7, B-2000, Antwerp, Belgium; c/o Представительство в России: 198099 С.-Петербург, улица Промышленная 14-а";; Мальта, ;;;; 32(3) 2261061, ;;
;;;; Валлетта;;;;;8689369;;" 171, Old Bakery Street, Valletta, Malta; 

 Inok N.V.: Verbindingsdok oostkaal 5/7, B-2000, Antwerp, Belgium; c/o Представительство в России: 198099 С.-Петербург, улица Промышленная 14-а";; Мальта, ;;;; 32(3) 2261061, ;;
Россия;"""Махачкалинский морской торговый порт"", ФГУП";RYBINSK;6VDS 24/24 AL-1; Махачкала;921217;3252;Эксплуатируется;Таганрог;9203734;Ген. груз; 367000, ул. Портшоссе, д.5;Россия; Россия, ;273121100;;1999; +7(8722)70-02-98, ;3290;
Россия;"""Махачкалинский морской торговый порт"", ФГУП";RYBINSK;6VDS 24/24 AL-1; Махачкала;921217;3252;Эксплуатируется;Таганрог;8911827;Ген. груз; 367000, ул. Портшоссе, д.5;Россия; Россия, ;273121100;;1999; +7(8722)70-02-98, ;3290;
Россия;"""Махачкалинский морской торговый порт"", ФГУП";RYBINSK;6VDS 24/24 AL-1; Махачкала;921217;3252;Эксплуатируется;Таганрог;7716830;Ген. груз; 367000, ул. Портшоссе, д.5;Россия; Россия, ;273121100;;1999; +7(8722)70-02-98, ;3290;
Россия;;CM PLOVER;EMD16-645E7B; Махачкала;;874;;Неизвестен;8218976;Буксир; 367000, ул. Портшоссе, д.5;; Россия, ;273389450;;1982; +7(8722)70-02-98, ;1200;
Россия;"""Shipmar Co"", Ltd";SABINE;6NVD 48A-2U; Москва;702248;2478;Эксплуатируется;Неизвестен;7101891;Ген. груз; ул. Соколово-Мещерская, д. 29;; Россия, ;273320100;crew@shipmar.biz;1970;;3355;
Россия;"""Shipmar Co"", Ltd";SABINE;6NVD 48A-2U; Москва;702248;2478;Эксплуатируется;Неизвестен;8215742;Ген. груз; ул. Соколово-Мещерская, д. 29;; Россия, ;273320100;crew@shipmar.biz;1970;;3355;
Россия;"""Судоходная компания Штиль"", ООО";САЛЬНЫЙ;----; Астрахань;863524;;;Мурманск;8725711;Танкер; ул. Калинина, д 2а;; Россия, ;;;1986; +7(8512)78-48-33, ;264;
Иран;;PAYA;----; Астрахань;835651;1846;Эксплуатируется;Бендер Энзели;8888898;Ген. груз; ул. Калинина, д 2а;; Россия, ;422033300;;1984; +7(8512)78-48-33, ;2755;
Россия;;REGUL;8R22C; Астрахань;;504;Эксплуатируется;Неизвестен;8112811;Многоцелевое судно; ул. Калинина, д 2а;; Россия, ;273397670;;1982; +7(8512)78-48-33, ;480;
Иран;;SANIA;----; Астрахань;;5676;;Неизвестен;9367994;Ген. груз; ул. Калинина, д 2а;; Россия, ;422684000;;2007; +7(8512)78-48-33, ;7004;
Россия;"""Судоходная компания Астронавт"", ООО";SANKT PETERBURG;ME; Астрахань;020131;4378;;Астрахань;9288980;Танкер; 414040, ул. Адмиралтейская, 51;Россия; Россия, ;273443330;;2003; +7(8512)252-27-48, +7(8512)252-27-47, ;5600;
Казахстан;"""Circle Maritime Invest"", LLP";SARBAS;Caterpillar; Алматы;060482;294;;Актау;9384265;Буксир; 050016, пр.Рыймбека 160 А, офис 504;Нидерланды; Казахстан, ;;;2006; +7(727) 258-3567, ;267;
Иран;;SARINA;Mitsubishi; Алматы;;2574;;Неизвестен;8203608;Ген. груз; 050016, пр.Рыймбека 160 А, офис 504;; Казахстан, ;422089000;;1982; +7(727) 258-3567, ;2876;
Иран;;SARINA;Mitsubishi; Алматы;;2574;;Неизвестен;9368003;Ген. груз; 050016, пр.Рыймбека 160 А, офис 504;; Казахстан, ;422089000;;1982; +7(727) 258-3567, ;2876;
Россия;;SV GEOR POBEDONOSETS;WARTSILA 6 L20; Алматы;;4974;Эксплуатируется;Санкт-Петербург;9247637;Ген. груз; 050016, пр.Рыймбека 160 А, офис 504;Россия; Казахстан, ;273356260;;2003; +7(727) 258-3567, ;5440;
Россия;"""Глобал-Флот"", ООО";SVETLYY;----; Светлый;050368;1788;;Калининград;9356373;Многоцелевое судно обеспечения; 238340, ул. Гагарина , д. 61;Сингапур; Россия, ;273312050;;2006; +7(4012)350-887, ;980;
Россия;"""Приморское морское пароходство"", ОАО";SVETLYY;----; Находка-4;781569;189;;Находка;8929501;Танкер; 692904, Административный городок;; Россия, ;;;1979; +7(4236)69-45-05, ;326;
Россия;;SVYATITEL ALEKSIY;Wartsila; Находка-4;;4974;Эксплуатируется;Санкт-Петербург;9247625;Ген. груз; 692904, Административный городок;Россия; Россия, ;273358260;;2003; +7(4236)69-45-05, ;5440;
Россия;;SV APOSTOL ANDREY;ICE 6L20; Находка-4;;4974;Эксплуатируется;Санкт-Петербург;9247601;Ген. груз; 692904, Административный городок;Россия; Россия, ;273355260;;2002; +7(4236)69-45-05, ;5435;
Россия;"""SEABOARD UNIVERSAL CORPORATION"", LTD";SGV FLOT;SKL; Панама;810442;2615;;Махачкала;8033089;Нефтерудовоз; 50th Street, Global Plaza Tower;; Панама, ;273458830;;1981;;3345;
Россия;"""SENATOR SHIPPING"", LTD";SENATOR;6-27,5 AL; Гибралтар;843588;3086;Эксплуатируется;Махачкала;8721296;Ген. груз;" 5, Haven Kort, REMP, IB RAUT AR.
 c/o ООО ТЭСК Сев ИН ТРАНСС: Россия, 367000 Махачкала, пр. Расула Гамзатова, 57, офис 1717";; Либерия, ;273378200;;1984;;3340;
Иран;"""PARSIAN GOLDEN SEA SHIPPING"", Co";SEPANO;VDS29/24AL; Тегера́н;970092;4953;Эксплуатируется;Бендер Энзели;9237292;Ген. груз; Unit 3, No.199, Beheshti Ave., Tehran, 15119 Iran;Россия; Иран, ;422756000;;2000; 98(21) 84055200, 88525496, 98(912) 1346916 (mob.), ;6239;
Иран;;SEPEHR ARTIN;----; Тегера́н;864014;3086;Эксплуатируется;Неизвестен;8721454;Ген. груз; Unit 3, No.199, Beheshti Ave., Tehran, 15119 Iran;; Иран, ;422049900;;1987; 98(21) 84055200, 88525496, 98(912) 1346916 (mob.), ;3329;
Россия;;SERGEY TERSKOV;Wartsila 6L20; Тегера́н;;4531;Эксплуатируется;Неизвестен;9637961;Танкер; Unit 3, No.199, Beheshti Ave., Tehran, 15119 Iran;Россия; Иран, ;273387430;;2015; 98(21) 84055200, 88525496, 98(912) 1346916 (mob.), ;6613;
Россия;"""Судоходная компания Кварло Шппинг"", ООО";SESTRORETSK;G-60; Москва;794108;3415;;Санкт-Петербург;7801867;Ген. груз; 127206, Проезд Соломенной сторожки 5, корп.1;Финляндия; Россия, ;273343110;;1980; +7 (495) 739-6544, ;3484;
Россия;"""Донречфлот"", ОАО";SIBIRSKIY 2115;G-60; Ростов-на-Дону;803881;3743;;Таганрог;7911478;Ген. груз; 344019, ул.Советская, д. 63, 5 этаж;Финляндия; Россия, ;273387100;adk@adship.ru;1981; +7(863)200-37-12, +7(863)253-39-44 , ;4376;http://donrechflot.com/
;;;; Ростов-на-Дону;;;;;8100416;; 344019, ул.Советская, д. 63, 5 этаж;; Россия, ;;adk@adship.ru;; +7(863)200-37-12, +7(863)253-39-44 , ;;http://donrechflot.com/
Россия;"""Северо-Западное пароходство"", ОАО";SIBIRSKIY 2131;6ЧРН36/45; Санкт-Петербург;810616;3978;;Санкт-Петербург;8104187;Ген. груз; 190000, ул.Большая Морская, 37;Финляндия; Россия, ;273312800;;1982; +7(812)380-23-55, ;4477;http://www.nwship.com
Панама;"""Северо-Западное пароходство"", ОАО";SIBIRSKIY 2133;Г-60; Санкт-Петербург;821292;3978;;Неизвестен;8211148;Ген. груз; 190000, ул.Большая Морская, 37;Финляндия; Россия, ;357325000;;1983; +7(812)380-23-55, ;4477;http://www.nwship.com
Россия;"""SEASTAR MARITIME"", LTD";SIBIRSKIY 2101;G-60; Белиз Сити;;3409;Эксплуатируется;Таганрог;8862284;Ген. груз; Withfield Tower 3 Floor, 4792 Coney Drive, P.O.Box 1777;Финляндия; Белиз, ;273415080;;1980;;3172;
Россия;"""Донречфлот"", ОАО";SIBIRSKIY 2118;----; Ростов-на-Дону;803557;3743;;Таганрог;7911507;Ген. груз; 344019, ул.Советская, д. 63, 5 этаж;Финляндия; Россия, ;273385100;adk@adship.ru;1982; +7(863)200-37-12, +7(863)253-39-44 , ;4068;http://donrechflot.com/
Россия;"""В.Ф.Загранперевозки"", ООО";SIBIRSKIY 2129;6ЧРН35/45; Москва;822793;3415;;Санкт-Петербург;8100428;Ген. груз; 121099, Новинский бульвар 3, стр.1;Финляндия; Россия, ;273327500;;1983; +7(495) 9330634, ;3484;
Россия;"""Транспетрочарт"", ООО";SIG;Wartsila 6L20; Санкт-Петербург;121173;4754;Эксплуатируется;Санкт-Петербург;9735335;Танкер; 197341, Коломяжский пр, д. 33, к. 2;Россия; Россия, ;273340190;kadr@tpch.ru;2014; +7(812)606-08-81, ;6619;
Азербайджан;;SILVER STAR;KLS; Санкт-Петербург;904832;;Эксплуатируется;Баку;8857045;Ген. груз; 197341, Коломяжский пр, д. 33, к. 2;; Россия, ;423401100;kadr@tpch.ru;1991; +7(812)606-08-81, ;3332;
Россия;;SYNERGY 1;Wartsila 6L20; Санкт-Петербург;;5089;;Неизвестен;9777656;Танкер; 197341, Коломяжский пр, д. 33, к. 2;; Россия, ;273374360;kadr@tpch.ru;2015; +7(812)606-08-81, ;7000;
Россия;;SYNERGY 2;Wartsila; Санкт-Петербург;;5075;;Неизвестен;9777670;Танкер; 197341, Коломяжский пр, д. 33, к. 2;; Россия, ;273375360;kadr@tpch.ru;2015; +7(812)606-08-81, ;7005;
Россия;;SKIF V;SKL 6NVD 48A-2U; Санкт-Петербург;;2463;;Астрахань;8858087;Ген. груз; 197341, Коломяжский пр, д. 33, к. 2;; Россия, ;273336790;kadr@tpch.ru;1984; +7(812)606-08-81, ;3060;
Россия;"""Димар-Фрахт"", ООО";SLAVYANKA;6NVD 48A - 2U; Москва;824835;2426;Эксплуатируется;Таганрог;8869969;Ген. груз; Пр Багратионовский, д. 7, корп. 2, оф. 615;Румыния; Россия, ;273415410;;1982; (499) 730-35-22, ;3174;
Россия;"""Димар-Фрахт"", ООО";SLAVYANKA;6NVD 48A - 2U; Москва;824835;2426;Эксплуатируется;Таганрог;9001681;Ген. груз; Пр Багратионовский, д. 7, корп. 2, оф. 615;Румыния; Россия, ;273415410;;1982; (499) 730-35-22, ;3174;
Россия;;C M KURIK;----; Москва;;;Эксплуатируется;Неизвестен;8944381;Буксир; Пр Багратионовский, д. 7, корп. 2, оф. 615;; Россия, ;273368880;;; (499) 730-35-22, ;;
